user,topic_id,id,createdAt,attempt,response,userMessage
demo-test-3,1001,21679,2025-07-10 09:56:47.000,73,Connects people worldwide effectively.,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-57,1001,21678,2025-07-10 09:56:47.000,9,Learning English opens many doors!,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-7,1001,21684,2025-07-10 09:56:48.000,58,English opens global opportunities! ?✨,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-19,1001,21681,2025-07-10 09:56:48.000,30,English opens many opportunities! ?✨,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-20,1001,21682,2025-07-10 09:56:48.000,29,Connects people around the world! ?,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-23,1001,21683,2025-07-10 09:56:48.000,19,English connects people worldwide! ?,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-28,1001,21685,2025-07-10 09:56:48.000,16,English connects people globally!,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-37,1001,21686,2025-07-10 09:56:48.000,10,Learning English opens many doors! ?? What do you think about that?,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-39,1001,21680,2025-07-10 09:56:48.000,11,Learning English opens many doors! ?✨ What do you think about that?,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-46,1001,21689,2025-07-10 09:56:48.000,10,Learning English opens many doors! ?✨,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-66,1001,21688,2025-07-10 09:56:48.000,8,Learning English opens many doors! What do you think about that?,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-74,1001,21687,2025-07-10 09:56:48.000,8,Learning English opens many doors! ?✨ What do you think about that?,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-2,1001,21693,2025-07-10 09:56:49.000,76,Connects people globally!,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-4,1001,21697,2025-07-10 09:56:49.000,72,Connects people globally. ?,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-5,1001,21708,2025-07-10 09:56:49.000,74,Connects people worldwide easily.,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-6,1001,21702,2025-07-10 09:56:49.000,58,English connects people worldwide! ?✨,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-13,1001,21698,2025-07-10 09:56:49.000,30,English opens global opportunities!,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-14,1001,21692,2025-07-10 09:56:49.000,29,Unlocks global communication opportunities! ?✨,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-16,1001,21704,2025-07-10 09:56:49.000,29,English connects people worldwide! ?✨,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-17,1001,21695,2025-07-10 09:56:49.000,29,Connects people worldwide! ??,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-21,1001,21696,2025-07-10 09:56:49.000,20,English helps connect the world! ?,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-22,1001,21706,2025-07-10 09:56:49.000,21,English opens many opportunities! ?,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-26,1001,21701,2025-07-10 09:56:49.000,16,English connects people worldwide! ?,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-29,1001,21700,2025-07-10 09:56:49.000,20,English connects people worldwide! ?✨,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-30,1001,21694,2025-07-10 09:56:49.000,17,English connects people worldwide. ?,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-48,1001,21690,2025-07-10 09:56:49.000,11,Learning English opens many doors! ?✨ What do you think?,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-56,1001,21709,2025-07-10 09:56:49.000,8,Learning English opens many doors! ? What do you want to do with English?,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-1,1024,21691,2025-07-10 09:56:49.000,5,Learning English opens global opportunities. What’s your favorite way to practice English? Your answer will help me assist you better!,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-44,1024,21699,2025-07-10 09:56:49.000,5,Learning English opens global opportunities. What's your favorite topic to discuss? Your answer will help me tailor our future conversations!,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-59,1024,21710,2025-07-10 09:56:49.000,5,"Learning English opens global opportunities. By the way, what hobbies do you enjoy? Your answer helps me tailor our conversations better!",Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-60,1024,21705,2025-07-10 09:56:49.000,5,Learning English opens global opportunities. What's your favorite way to practice English? Your answer will help improve our future chats!,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-63,1024,21707,2025-07-10 09:56:49.000,5,Learning English opens global opportunities. What's your favorite way to practice English? Your answer helps me improve our future chats!,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-75,1024,21703,2025-07-10 09:56:49.000,5,Learning English opens global opportunities. What's your favorite hobby? Your answer will help me tailor our future chats!,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-9,1001,21726,2025-07-10 09:56:50.000,58,English connects people worldwide! ?✨,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-11,1001,21724,2025-07-10 09:56:50.000,28,English opens global opportunities! ?,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-12,1001,21725,2025-07-10 09:56:50.000,29,Connect with the world! ?,Give me 1 sentence about the importance of learning English. Max 5 words.
demo-test-15,1001,21715,2025-07-10 09:56:50.000,29,English opens many opportunities!,Give me 1 sentence about the importance of learning English. Max 5 words.
