user,topic_id,id,createdAt,attempt,response,userMessage
demo-test-1,1001,127816,2025-09-01 07:44:03.446,1,"Hello, demo-test-1! Great to see you again! ? You've been doing well, but we need to work on grammar and vocabulary more. So, what topic would you like to discuss today? Is it about learning English or something else? ?",NULL
demo-test-9,1001,127825,2025-09-02 09:41:55.139,1,"Hello, demo-test-9! Great to see you again! ? Yesterday, we talked about the importance of learning English. You're making progress! Today, what topic would you like to discuss? Maybe hobbies, food, or travel? What do you think? ?",NULL
demo-test-1,1001,127826,2025-09-02 09:42:58.811,1,"Hello, demo-test-1! Great to see you again! ? Yesterday, we talked about the importance of learning English. You're making progress! Let's keep it up! \n\nWhat topic do you want to discuss today? Do you have a favorite topic or something new? ",NULL
demo-test-10,1001,127883,2025-09-04 07:32:57.338,1,"Hello, demo-test-10! Great to see you again! ? You've been doing well, but we still have some grammar and vocabulary lessons to finish. What topic would you like to discuss today? Learning English is important! What do you think?",NULL
demo-test-1,1001,128112,2025-09-18 08:49:58.945,1,"Hello, demo-test-1! ? Great to see you again! Yesterday, we talked about the importance of learning English. You are making progress! ? What topic would you like to discuss today? Maybe travel, food, or hobbies? What do you think?",NULL
demo-test-1,1001,128171,2025-09-19 08:25:11.153,1,"Hello, demo-test-1! Great to see you again! You've been working hard on English, and that's amazing! ? \n\nToday, what topic do you want to discuss? Maybe hobbies, food, or travel? What do you think? ?",NULL
demo-test-1,1001,128173,2025-09-22 00:58:57.029,1,"Hello, demo-test-1! Great to see you! ? Yesterday, we talked about the importance of learning English. You are doing well! Today, what topic would you like to discuss? Food, hobbies, or something else? Let me know!",NULL
demo-test-1,1001,128174,2025-09-22 01:00:00.446,2,"Hello, hello! I'm happy today! How about you? ? What have you done today? Tell me about your day!",hello hello  how are\n you today
demo-test-1,1001,128175,2025-09-22 01:00:02.153,3,"Hello again! I'm feeling great, thank you! How are you? ? What is something fun you did this week?",hello hello how are you today
demo-test-1,1001,128176,2025-09-22 01:00:19.661,4,"Hello, hello! ? What’s on your mind today? Do you want to practice some English or talk about something fun?",hello hello
demo-test-1,1001,128460,2025-09-25 02:04:14.411,1,"Hello, demo-test-1! Great to see you! ? Learning English is very important. You did well, but let’s improve your vocabulary and grammar today! What topic would you like to discuss? Food? Hobbies? Or maybe travel? Your choice! ?️✨", 
demo-test-8,1001,128639,2025-09-25 08:45:04.510,1,"Hello, demo-test-8! Great to see you again! ? Learning English is very important, and you are doing well! Today, what topic would you like to discuss? Maybe hobbies, food, or travel? What do you think?", 
demo-test-1,1001,128868,2025-09-25 10:24:56.739,1,"Hello, demo-test-1! Great to see you! ? You are doing well, but we need to improve vocabulary and grammar. What topic do you want to discuss today? Maybe hobbies, food, or travel? Let’s have fun learning English together! What do you think?", 
demo-test-1,1001,128869,2025-09-25 14:56:45.813,2,"Testing is good! It helps us learn. ? What do you want to test? Vocabulary, grammar, or something else? Let’s make it fun!",test
demo-test-1,1001,128856,2025-09-27 08:40:31.419,1,"Hello, demo-test-1! Great to see you again! ? Yesterday, we talked about the importance of learning English. Your progress is good! ? What topic do you want to discuss today? Maybe travel, food, or hobbies? Let me know!", 
demo-test-1,1001,128864,2025-09-27 10:22:05.209,1,"Hello, demo-test-1! ? Great to see you again! Yesterday, we talked about the importance of learning English. You did well! Keep it up! \n\nWhat topic would you like to discuss today? Do you have something in mind? ?", 
demo-test-1,1001,128882,2025-09-28 01:56:48.415,1,"Hello, demo-test-1! ? Great to see you! Last time, we talked about using ""I'm"" and ""I'd."" You can do it! What topic do you want to discuss today? More sentences, vocabulary, or something else? Let's have fun learning! ?", 
demo-test-1,1001,128847,2025-09-28 08:33:12.540,1,"Hello, demo-test-1! Great to see you again! ? Yesterday, we talked about the importance of learning English. Your progress is amazing! Now, what topic would you like to discuss today? Food? Hobbies? Or maybe travel? Let me know! ?✨", 
demo-test-1,1001,128848,2025-09-28 08:35:02.661,1,"Hello, demo-test-1! Great to see you! Yesterday, we talked about the importance of learning English. You're doing well, but let's work on vocabulary and grammar more! What topic do you want to discuss today? Food? Hobbies? Or maybe travel? What do you think?", 
demo-test-1,1001,128849,2025-09-28 08:36:08.589,1,"Hello, demo-test-1! Great to see you again! ? Yesterday, we talked about the importance of learning English. You did well, but let’s keep practicing! What topic would you like to discuss today? Food, travel, or hobbies? ?✈️?", 
demo-test-1,1001,128850,2025-09-28 08:36:48.410,1,"Hello, demo-test-1! Great to see you again! ? You did well yesterday, but we still have some grammar and vocabulary lessons to finish. What topic would you like to discuss today? Maybe travel, food, or hobbies? What do you think? ?", 
demo-test-1,1001,128851,2025-09-28 08:37:25.881,1,"Hello, demo-test-1! Great to see you again! ? You are doing well, but we need to work on vocabulary and grammar. What topic do you want to discuss today? English movies, food, or maybe hobbies? Your choice! ?", 
demo-test-1,1001,128852,2025-09-28 08:37:59.731,1,"Hello, demo-test-1! Great to see you today! ? You are making progress in learning English! Let's keep it going! What topic would you like to discuss today? Is it about the importance of learning English or something else? What do you think?", 
demo-test-1,1001,128853,2025-09-28 08:38:53.301,1,"Hello, demo-test-1! Great to see you again! ? Yesterday, we talked about the importance of learning English. You are making progress! Today, what topic would you like to discuss? Maybe hobbies, travel, or something else? What do you think? ?", 
demo-test-1,1001,128854,2025-09-28 08:39:26.686,1,"Hello demo-test-1! Great to see you again! ? Yesterday, we talked about the importance of learning English. You’re doing well! What topic would you like to discuss today? Do you want to learn more vocabulary, grammar, or something fun? Let me know! ?", 
demo-test-1,1001,128855,2025-09-28 08:39:56.155,1,"Hello, demo-test-1! Great to see you again! ? Yesterday, we talked about the importance of learning English. You're doing well! Let's keep going! What topic do you want to discuss today? Grammar, vocabulary, or something else? What do you think?", 
demo-test-1,1001,128857,2025-09-28 08:41:01.856,1,"Hello, demo-test-1! Great to see you again! ? You are doing well, but let’s keep improving! \n\nToday, what topic do you want to discuss? Maybe hobbies, food, or travel? What do you like? ", 
demo-test-1,1001,128858,2025-09-28 08:41:51.802,1,"Hello, demo-test-1! Great to see you! ? You are doing well, but we need to practice more vocabulary and grammar. What topic would you like to discuss today? Maybe hobbies, food, or travel? What do you think?", 
demo-test-1,1001,128859,2025-09-28 09:14:06.179,1,"Hello, demo-test-1! ? Great to see you again! Yesterday, we talked about the importance of learning English. You're doing well, but let’s improve your vocabulary and grammar! What topic would you like to discuss today? ?", 
