user,topic_id,id,createdAt,attempt,response,userMessage
demo-test-70,1001,124604,2025-08-06 07:43:40.000,30,English is important for global communication. What do you want to learn about next?,Give me a sentence without emoji
demo-test-101,1001,124608,2025-08-06 07:44:36.000,36,Saya pergi ke kebun sayur ?. Saya memetik tomat merah dan wortel ?. Saya sangat senang bisa membantu petani! \n\nSayuran apa yang paling kamu suka?,Tolong buatkan saya cerita 3 kalimat. Minimal ada 2 emoji di dalamnya.
demo-test-102,1001,124605,2025-08-06 07:44:36.000,25,"Di festival kembang api, anak-anak menonton dengan antusias ?. Mereka terpesona melihat warna-warni yang indah di langit ?. Suasana penuh kegembiraan dan tawa! \n\nApa warna kembang api favoritmu?",Tolong buatkan saya cerita 3 kalimat. Minimal ada 2 emoji di dalamnya.
demo-test-105,1001,124610,2025-08-06 07:44:36.000,24,Sari pergi ke pasar malam dan melihat banyak jajanan ?. Dia membeli sate dan es krim untuk dinikmati bersama teman-temannya. Semua orang sangat senang dan tertawa bersama! ?\n\nApa jajanan favoritmu di pasar malam?,Tolong buatkan saya cerita 3 kalimat. Minimal ada 2 emoji di dalamnya.
demo-test-106,1001,124607,2025-08-06 07:44:36.000,18,"Di sebuah desa, ada seorang petani yang menanam banyak sayuran ?. Suatu hari, ia menemukan sayuran terbesar yang pernah ada ?. Semua orang datang untuk melihat dan membeli sayurannya! \n\nApa sayuran favoritmu?",Tolong buatkan saya cerita 3 kalimat. Minimal ada 2 emoji di dalamnya.
demo-test-107,1001,124606,2025-08-06 07:44:36.000,21,"Di pagi hari, ada matahari ☀️ yang bersinar cerah. Seorang anak kecil ? bermain di luar rumah dengan layang-layang. Dia sangat senang melihat layang-layangnya terbang tinggi! \n\nApa warna layang-layang favoritmu?",Tolong buatkan saya cerita 3 kalimat. Minimal ada 2 emoji di dalamnya.
demo-test-108,1001,124609,2025-08-06 07:44:36.000,21,"Di sebuah taman, ada seorang anak kecil yang sedang bermain bola ⚽. Dia sangat senang dan berlari ke sana kemari. Tiba-tiba, anjing ? datang dan ikut bermain bersamanya! \n\nApa kamu suka bermain bola?",Tolong buatkan saya cerita 3 kalimat. Minimal ada 2 emoji di dalamnya.
demo-test-103,1001,124613,2025-08-06 07:44:37.000,25,"Di sebuah hutan, seekor beruang ? menemukan madu manis ?. Dia sangat senang dan mulai memakannya. Teman-temannya, kelinci dan burung, datang bergabung untuk merayakan!",Tolong buatkan saya cerita 3 kalimat. Minimal ada 2 emoji di dalamnya.
demo-test-104,1001,124611,2025-08-06 07:44:37.000,24,Fira dan teman-temannya pergi ke pantai ?️. Mereka bermain bola dan menggali pasir ?. Fira sangat senang melihat ombak dan menikmati matahari! Apa kamu suka pergi ke pantai?,Tolong buatkan saya cerita 3 kalimat. Minimal ada 2 emoji di dalamnya.
demo-test-109,1001,124612,2025-08-06 07:44:37.000,21,Saya pergi ke taman dengan anjing saya. ? Kami bermain frisbee dan berlari bersama. ? Anjing saya sangat senang dan saya juga! \n\nApa hewan peliharaan yang kamu miliki?,Tolong buatkan saya cerita 3 kalimat. Minimal ada 2 emoji di dalamnya.
demo-test-110,1001,124614,2025-08-06 07:44:37.000,21,"Di sebuah desa, ada seorang raja yang baik hati ?. Ia sering memberi makanan kepada orang-orang yang membutuhkan ?. Semua warga desa sangat mencintainya dan hidup bahagia!",Tolong buatkan saya cerita 3 kalimat. Minimal ada 2 emoji di dalamnya.
demo-test-101,1001,124625,2025-08-06 07:45:44.000,37,Saya pergi ke acara ulang tahun teman ?. Kami bermain permainan dan makan kue ?. Semua orang tertawa dan bersenang-senang! \n\nApa jenis kue favoritmu?,Tolong buatkan saya cerita 3 kalimat. Minimal ada 2 emoji di dalamnya.
demo-test-102,1001,124629,2025-08-06 07:45:44.000,26,"Di pagi hari, ada seorang gadis yang memberi makan burung ?. Dia sangat senang melihat burung-burung berkumpul dan bernyanyi ?. Semua orang di taman tersenyum melihatnya! \n\nApa makanan favorit burung menurutmu?",Tolong buatkan saya cerita 3 kalimat. Minimal ada 2 emoji di dalamnya.
demo-test-103,1001,124617,2025-08-06 07:45:44.000,26,"Di sebuah danau, seekor angsa ? berenang dengan tenang. Dia melihat ikan ? melompat-lompat di air. Angsa itu merasa bahagia dan bermain-main di permukaan danau!",Tolong buatkan saya cerita 3 kalimat. Minimal ada 2 emoji di dalamnya.
demo-test-106,1001,124631,2025-08-06 07:45:44.000,19,"Di pantai yang indah, seorang gadis bernama Lila membuat istana pasir ?. Dia menemukan bintang laut berwarna-warni ? dan sangat senang! Lila mengajak teman-temannya untuk bermain bersama di pantai. \n\nApa yang kamu lakukan di pantai?",Tolong buatkan saya cerita 3 kalimat. Minimal ada 2 emoji di dalamnya.
demo-test-111,1001,124618,2025-08-06 07:45:44.000,15,"Ali menemukan kucing kecil ? di halaman rumahnya. Dia memberi kucing itu makanan dan nama ""Mimi"". Sekarang, mereka bermain bersama setiap hari ?. \n\nApakah kamu punya hewan peliharaan?",Tolong buatkan saya cerita 3 kalimat. Minimal ada 2 emoji di dalamnya.
demo-test-115,1001,124619,2025-08-06 07:45:44.000,15,"Saya pergi ke pantai ?️ dan bermain di pasir. Saya membuat istana pasir yang besar dan indah ?. Setelah itu, saya berenang di laut yang sejuk. \n\nApa aktivitas favoritmu di pantai?",Tolong buatkan saya cerita 3 kalimat. Minimal ada 2 emoji di dalamnya.
